CCM Code,Campus,Campus Name,College,College Name,Major,Major Name,Self Support,Subcampus Ind,Ugrad Req Units,UC Discp,UC Discipline Name,CIP Code,CIP Name,Major Long Name
048504F,04,Los Angeles,85,School Of Medicine,04F,NEUROSCI PHD,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261501,Neuroscience.,NEUROSCIENCE PHD
048509Y,04,Los Angeles,85,School Of Medicine,09Y,PHYSICS & BIO IN MEDICINE,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260203,Biophysics.,PHYSICS AND BIOLOGY IN MEDICINE
04850DL,04,Los Angeles,85,School Of Medicine,0DL,NURS PRACTICE,Y,HEALTH SCIENCE,0,840,NURSING,513818,Nursing Practice.,NURSING PRACTICE
04850IX,04,Los Angeles,85,School Of Medicine,0IX,DATA SCIENCE IN BIOMED,Y,HEALTH SCIENCE,0,020,INTERDISCIPLINARY STUDIES,307099,"Data Science, Other.",DATA SCIENCE IN BIOMEDICINE
0485117,04,Los Angeles,85,School Of Medicine,117,BIOLOGICAL CHEMISTRY,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260202,Biochemistry.,BIOLOGICAL CHEMISTRY
0485119,04,Los Angeles,85,School Of Medicine,119,BIOMEDICAL PHYSICS,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260203,Biophysics.,BIOMEDICAL PHYSICS
0485121,04,Los Angeles,85,School Of Medicine,121,BIOMATHEMATICS,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261199,"Biomathematics, Bioinformatics, and Computational Biology, Other.",BIOMATHEMATICS
0485126,04,Los Angeles,85,School Of Medicine,126,BIOPHYSICS,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260203,Biophysics.,BIOPHYSICS
0485350,04,Los Angeles,85,School Of Medicine,350,EXPERIMENTAL PATHOL,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260910,Pathology/Experimental Pathology.,EXPERIMENTAL PATHOLOGY
0485389,04,Los Angeles,85,School Of Medicine,389,GENETICS COUNSELING,N,HEALTH SCIENCE,0,890,HEALTH PROFESSIONS,511509,Genetic Counseling/Counselor.,GENETICS COUNSELING
048544B,04,Los Angeles,85,School Of Medicine,44B,MICROBIO-IMMUN-MOL GENET,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260599,"Microbiological Sciences and Immunology, Other.",MICROBIOLOGY - IMMUNOLOGY - MOLECULAR GENETICS
048549D,04,Los Angeles,85,School Of Medicine,49D,CELL & MOLEC PATHOLOGY,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260910,Pathology/Experimental Pathology.,CELL & MOLECULAR PATHOLOGY
048549K,04,Los Angeles,85,School Of Medicine,49K,MED MICRO-BIO&IMMUNOLOGY,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260599,"Microbiological Sciences and Immunology, Other.",MEDICAL MICRO-BIOLOGY & IMMUNOLOGY
048549T,04,Los Angeles,85,School Of Medicine,49T,MEDICAL PHYSICS (RADIOL),N,HEALTH SCIENCE,0,890,HEALTH PROFESSIONS,519999,"Health Professions and Related Clinical Sciences, Other.",MEDICAL PHYSICS (RADIOLOGY)
0485552,04,Los Angeles,85,School Of Medicine,552,MEDICAL PHYSICS,N,HEALTH SCIENCE,0,890,HEALTH PROFESSIONS,519999,"Health Professions and Related Clinical Sciences, Other.",MEDICAL PHYSICS
0485558,04,Los Angeles,85,School Of Medicine,558,MEDICINE,N,HEALTH SCIENCE,0,810,MEDICAL SCIENCES,511201,Medicine.,MEDICINE
0485560,04,Los Angeles,85,School Of Medicine,560,MEDICINE - DREW,N,HEALTH SCIENCE,0,810,MEDICAL SCIENCES,511201,Medicine.,MEDICINE - DREW
0485569,04,Los Angeles,85,School Of Medicine,569,MICROBIO & IMMUNO,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260599,"Microbiological Sciences and Immunology, Other.",MICROBIOLOGY & IMMUNOLOGY
048556B,04,Los Angeles,85,School Of Medicine,56B,MEDICINE - JT UCR,N,HEALTH SCIENCE,0,810,MEDICAL SCIENCES,511201,Medicine.,MEDICINE - JOINT PROGRAM WITH UCR
0485593,04,Los Angeles,85,School Of Medicine,593,NEUROBIOLOGY,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261503,Neurobiology and Anatomy.,NEUROBIOLOGY
0485594,04,Los Angeles,85,School Of Medicine,594,NEUROSCIENCE,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261501,Neuroscience.,NEUROSCIENCE
0485599,04,Los Angeles,85,School Of Medicine,599,NURSE ANESTHESIA,N,HEALTH SCIENCE,0,840,NURSING,513804,Nurse Anesthetist.,NURSE ANESTHESIA
0485639,04,Los Angeles,85,School Of Medicine,639,MOLEC & MED PHARMACOLOGY,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261002,Molecular Pharmacology.,MOLECULAR & MEDICAL PHARMACOLOGY
0485645,04,Los Angeles,85,School Of Medicine,645,PHARMACOLOGY,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261001,Pharmacology.,PHARMACOLOGY
0485675,04,Los Angeles,85,School Of Medicine,675,PHYSIOLOGY,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260901,"Physiology, General.",PHYSIOLOGY
0485774,04,Los Angeles,85,School Of Medicine,774,PSYCHIATRY,N,HEALTH SCIENCE,0,890,HEALTH PROFESSIONS,519999,"Health Professions and Related Clinical Sciences, Other.",PSYCHIATRY
0485789,04,Los Angeles,85,School Of Medicine,789,PUBLIC HEALTH,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512299,"Public Health, Other.",PUBLIC HEALTH
0485853,04,Los Angeles,85,School Of Medicine,853,CLINICAL RESEARCH,N,HEALTH SCIENCE,0,890,HEALTH PROFESSIONS,511401,Medical Science/Scientist.,CLINICAL RESEARCH
0485857,04,Los Angeles,85,School Of Medicine,857,SOCIAL PSYCHIATRY,N,HEALTH SCIENCE,0,310,PSYCHOLOGY,422707,Social Psychology.,SOCIAL PSYCHIATRY
0485994,04,Los Angeles,85,School Of Medicine,994,HUMAN GENETICS,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,260806,Human/Medical Genetics.,HUMAN GENETICS
0490002,04,Los Angeles,90,School Of Nursing,002,DOUBLE MAJOR,N,HEALTH SCIENCE,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",DOUBLE MAJOR
0490007,04,Los Angeles,90,School Of Nursing,007,SPECIAL,N,HEALTH SCIENCE,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",SPECIAL
0490008,04,Los Angeles,90,School Of Nursing,008,LIMITED,N,HEALTH SCIENCE,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",LIMITED
0490009,04,Los Angeles,90,School Of Nursing,009,JOINT MAJOR,N,HEALTH SCIENCE,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",JOINT MAJOR
04900DL,04,Los Angeles,90,School Of Nursing,0DL,NURS PRACTICE,Y,HEALTH SCIENCE,0,840,NURSING,513818,Nursing Practice.,NURSING PRACTICE
04900JP,04,Los Angeles,90,School Of Nursing,0JP,DOCTOR-NURSING PRACTICE,N,HEALTH SCIENCE,0,840,NURSING,513818,Nursing Practice.,DOCTOR OF NURSING PRACTICE
0490597,04,Los Angeles,90,School Of Nursing,597,NURSING,N,HEALTH SCIENCE,0,840,NURSING,513899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other.",NURSING
049059E,04,Los Angeles,90,School Of Nursing,59E,NURSING-4 YEAR,N,HEALTH SCIENCE,180,840,NURSING,513899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other.",NURSING - FOUR YEAR PROGRAM
0490789,04,Los Angeles,90,School Of Nursing,789,PUBLIC HEALTH,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512299,"Public Health, Other.",PUBLIC HEALTH
0496002,04,Los Angeles,96,School Of Public Health,002,DOUBLE MAJOR,N,HEALTH SCIENCE,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",DOUBLE MAJOR
0496007,04,Los Angeles,96,School Of Public Health,007,SPECIAL,N,HEALTH SCIENCE,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",SPECIAL
0496008,04,Los Angeles,96,School Of Public Health,008,LIMITED,N,HEALTH SCIENCE,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",LIMITED
0496009,04,Los Angeles,96,School Of Public Health,009,JOINT MAJOR,N,HEALTH SCIENCE,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",JOINT MAJOR
049607E,04,Los Angeles,96,School Of Public Health,07E,PUBLIC HEALTH-EXEC MPH,Y,GENERAL CAMPUS,0,860,PUBLIC HEALTH,512299,"Public Health, Other.",PUBLIC HEALTH-EXECUTIVE MPH
049607G,04,Los Angeles,96,School Of Public Health,07G,PUBL HLT-MPH FOR HLT PROF,Y,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512299,"Public Health, Other.",PUBLIC HEALTH-MPH FOR HEALTH PROFESSIONALS
049607H,04,Los Angeles,96,School Of Public Health,07H,COMM HEALTH SCI,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512208,Community Health and Preventive Medicine.,COMMUNITY HEALTH SCIENCE
049607I,04,Los Angeles,96,School Of Public Health,07I,HEALTH POLICY AND MGMT,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512299,"Public Health, Other.",HEALTH POLICY AND MANAGEMENT
04960GN,04,Los Angeles,96,School Of Public Health,0GN,HEALTHCARE ADMINISTRATION,Y,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512211,Health Services Administration.,MASTER OF HEALTHCARE ADMINISTRATION
04960HW,04,Los Angeles,96,School Of Public Health,0HW,MPH - BIOSTATISTICS,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261102,Biostatistics.,MPH - BIOSTATISTICS
04960HX,04,Los Angeles,96,School Of Public Health,0HX,MPH - COMM HEALTH SCI,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512208,Community Health and Preventive Medicine.,MPH - COMMUNITY HEALTH SCIENCES
04960HY,04,Los Angeles,96,School Of Public Health,0HY,MPH - ENVIRON HEALTH SCI,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512202,Environmental Health.,MPH - ENVIRONMENTAL HEALTH SCIENCES
04960HZ,04,Los Angeles,96,School Of Public Health,0HZ,MPH - EPIDEMIOLOGY,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261309,Epidemiology.,MPH - EPIDEMIOLOGY
04960I0,04,Los Angeles,96,School Of Public Health,0I0,MPH - HEALTH MANAGEMENT,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512299,"Public Health, Other.",MPH - HEALTH MANAGEMENT
04960I1,04,Los Angeles,96,School Of Public Health,0I1,MPH - HEALTH POLICY,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512299,"Public Health, Other.",MPH - HEALTH POLICY
04960J7,04,Los Angeles,96,School Of Public Health,0J7,DATA SCIENCE IN HEALTH,Y,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261102,Biostatistics.,DATA SCIENCE IN HEALTH
04960JK,04,Los Angeles,96,School Of Public Health,0JK,MPH - HEALTH POL & MGMT,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512299,"Public Health, Other.",MPH - HEALTH POLICY AND MANAGEMENT
0496132,04,Los Angeles,96,School Of Public Health,132,BIOSTATISTICS,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261102,Biostatistics.,BIOSTATISTICS
0496200,04,Los Angeles,96,School Of Public Health,200,COMP HEALTH PLANNING,N,HEALTH SCIENCE,0,890,HEALTH PROFESSIONS,519999,"Health Professions and Related Clinical Sciences, Other.",COMPREHENSIVE HEALTH PLANNING
0496349,04,Los Angeles,96,School Of Public Health,349,ENVIRON SCI & ENGR,N,HEALTH SCIENCE,0,120,AGRICULTURE & NATURAL RESOURCES,030104,Environmental Science.,ENVIRONMENTAL SCIENCE & ENGINEERING
0496354,04,Los Angeles,96,School Of Public Health,354,ENVIRON HEALTH SCI,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512202,Environmental Health.,ENVIRONMENTAL HEALTH SCIENCE
0496357,04,Los Angeles,96,School Of Public Health,357,EPIDEMIOLOGY,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261309,Epidemiology.,EPIDEMIOLOGY
0496368,04,Los Angeles,96,School Of Public Health,368,MOLECULAR TOXICOLOGY,N,HEALTH SCIENCE,0,110,BIOLOGICAL SCIENCES,261005,Molecular Toxicology.,MOLECULAR TOXICOLOGY
0496417,04,Los Angeles,96,School Of Public Health,417,HEALTH EDUCATION,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512299,"Public Health, Other.",HEALTH EDUCATION
0496427,04,Los Angeles,96,School Of Public Health,427,HEALTH SERVICES,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512211,Health Services Administration.,HEALTH SERVICES
049649P,04,Los Angeles,96,School Of Public Health,49P,PREV MED & PUBLIC HEALTH,N,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512208,Community Health and Preventive Medicine.,PREVENTATIVE MEDICINE & PUBLIC HEALTH
0496789,04,Los Angeles,96,School Of Public Health,789,PUBLIC HEALTH,N,HEALTH SCIENCE,180,860,PUBLIC HEALTH,512299,"Public Health, Other.",PUBLIC HEALTH
0496793,04,Los Angeles,96,School Of Public Health,793,PUBLIC HEALTH (MPH-HP),Y,HEALTH SCIENCE,0,860,PUBLIC HEALTH,512201,"Public Health, General.",PUBLIC HEALTH (MPH-HP)
0499002,04,Los Angeles,99,School Of Music,002,DOUBLE MAJOR,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500999,"Music, Other.",DOUBLE MAJOR
0499009,04,Los Angeles,99,School Of Music,009,JOINT MAJOR,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",JOINT MAJOR
04990DR,04,Los Angeles,99,School Of Music,0DR,MUSIC EDUC,N,GENERAL CAMPUS,180,620,EDUCATION,131312,Music Teacher Education.,MUSIC EDUCATION
04990ED,04,Los Angeles,99,School Of Music,0ED,GLBL JAZZ STUDIES,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500910,Jazz/Jazz Studies.,GLOBAL JAZZ STUDIES
04990IY,04,Los Angeles,99,School Of Music,0IY,MUSIC INDUSTRY,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,501003,Music Management.,MUSIC INDUSTRY
04992F8,04,Los Angeles,99,School Of Music,2F8,MUSIC PERFORMANCE,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500903,"Music Performance, General.",MUSIC PERFORMANCE
04992G1,04,Los Angeles,99,School Of Music,2G1,MUSIC HISTORY & INDUSTRY,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,501003,Music Management.,MUSIC HISTORY AND INDUSTRY
0499472,04,Los Angeles,99,School Of Music,472,ETHNOMUSICOLOGY,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500905,Musicology and Ethnomusicology.,ETHNOMUSICOLOGY
0499579,04,Los Angeles,99,School Of Music,579,MUSIC,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500901,"Music, General.",MUSIC
0499584,04,Los Angeles,99,School Of Music,584,MUSIC HISTORY,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500902,"Music History, Literature, and Theory.",MUSIC HISTORY
049959C,04,Los Angeles,99,School Of Music,59C,MUSIC COMPOSITION,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500904,Music Theory and Composition.,MUSIC COMPOSITION
0499604,04,Los Angeles,99,School Of Music,604,MUSICOLOGY,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500905,Musicology and Ethnomusicology.,MUSICOLOGY
04A1009,04,Los Angeles,A1,School Of Public Affairs,009,JOINT MAJOR,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",JOINT MAJOR
04A10DT,04,Los Angeles,A1,School Of Public Affairs,0DT,PUBLIC AFFAIRS,N,GENERAL CAMPUS,180,660,PUBLIC ADMIN & SOCIAL SERV PROF,440501,"Public Policy Analysis, General.",PUBLIC AFFAIRS
04A10JS,04,Los Angeles,A1,School Of Public Affairs,0JS,REAL ESTATE DEVELOPMENT,Y,GENERAL CAMPUS,0,630,ARCHITECTURE & ENVIRON DESIGN,040902,Architectural and Building Sciences/Technology.,REAL ESTATE DEVELOPMENT
0508000,05,Riverside,08,Unaffiliated,000,UNDECLARED,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",UNDECLARED
0508002,05,Riverside,08,Unaffiliated,002,DOUBLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",DOUBLE MAJOR
0508003,05,Riverside,08,Unaffiliated,003,TRIPLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",TRIPLE MAJOR
0509000,05,Riverside,09,Undetermined,000,UNDECLARED,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",UNDECLARED
0509719,05,Riverside,09,Undetermined,719,PRE-BUSINESS ADMIN,N,GENERAL CAMPUS,0,610,BUSINESS & MANAGEMENT,520201,"Business Administration and Management, General.",PRE-BUSINESS ADMINISTRATION
0509780,05,Riverside,09,Undetermined,780,PSYCHOLOGY,N,GENERAL CAMPUS,0,310,PSYCHOLOGY,420101,"Psychology, General.",PSYCHOLOGY
0516000,05,Riverside,16,College Of Engineering,000,UNDECLARED,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",UNDECLARED
0516002,05,Riverside,16,College Of Engineering,002,DOUBLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",DOUBLE MAJOR
0516003,05,Riverside,16,College Of Engineering,003,TRIPLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",TRIPLE MAJOR
0516008,05,Riverside,16,College Of Engineering,008,LIMITED,N,GENERAL CAMPUS,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",LIMITED
051602I,05,Riverside,16,College Of Engineering,02I,BUSINESS INFORMATICS,N,GENERAL CAMPUS,180,220,COMPUTER & INFORMATION SCIENCES,110401,Information Science/Studies.,BUSINESS INFORMATICS
051602Q,05,Riverside,16,College Of Engineering,02Q,ENVIRONMENTAL ENGR BS+MS,N,GENERAL CAMPUS,180,240,ENGINEERING,141401,Environmental/Environmental Health Engineering.,ENVIRONMENTAL ENGINEERING BS + MS
051602R,05,Riverside,16,College Of Engineering,02R,CHEM & ENVR ENGR BS+MS,N,GENERAL CAMPUS,216,240,ENGINEERING,141401,Environmental/Environmental Health Engineering.,CHEMICAL AND ENVIRONMENTAL ENGINEERING BS + MS
051602S,05,Riverside,16,College Of Engineering,02S,MECHANICAL ENGR BS+MS,N,GENERAL CAMPUS,216,240,ENGINEERING,141901,Mechanical Engineering.,MECHANICAL ENGINEERING BS + MS
051602T,05,Riverside,16,College Of Engineering,02T,COMPUTER SCIENCE BS+MS,N,GENERAL CAMPUS,216,220,COMPUTER & INFORMATION SCIENCES,110701,Computer Science.,COMPUTER SCIENCE BS + MS
051602U,05,Riverside,16,College Of Engineering,02U,CHEMICAL ENGR BS+MS,N,GENERAL CAMPUS,180,240,ENGINEERING,140701,Chemical Engineering.,CHEMICAL ENGINEERING BS + MS
051603W,05,Riverside,16,College Of Engineering,03W,ELECTRICAL ENGR BS+MS,N,GENERAL CAMPUS,216,240,ENGINEERING,141001,Electrical and Electronics Engineering,ELECTRICAL ENGINEERING BS+MS
051603X,05,Riverside,16,College Of Engineering,03X,BIOENGINEERING BS+MS,N,GENERAL CAMPUS,216,240,ENGINEERING,140501,Bioengineering and Biomedical Engineering.,BIOENGINEERING BS+MS
0516052,05,Riverside,16,College Of Engineering,052,SECOND BACCALAVREATE,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",SECOND BACCALAUREATE
051605C,05,Riverside,16,College Of Engineering,05C,COMPUTER ENGINEERING BSMS,N,GENERAL CAMPUS,216,240,ENGINEERING,140901,"Computer Engineering, General.",COMPUTER ENGINEERING BS+MS
05160AM,05,Riverside,16,College Of Engineering,0AM,DATA SCIENCE,N,GENERAL CAMPUS,180,220,COMPUTER & INFORMATION SCIENCES,110103,Information Technology.,DATA SCIENCE
05160BN,05,Riverside,16,College Of Engineering,0BN,COMP SCIENCE W/ BUS APPS,N,GENERAL CAMPUS,180,220,COMPUTER & INFORMATION SCIENCES,110401,Information Science/Studies.,COMPUTER SCIENCE WITH BUSINESS APPLICATIONS
05160HR,05,Riverside,16,College Of Engineering,0HR,ROBOTICS,N,GENERAL CAMPUS,180,240,ENGINEERING,144201,"Mechatronics, Robotics, and Automation Engineering.",ROBOTICS
0516201,05,Riverside,16,College Of Engineering,201,COMPUTER SCIENCE,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110701,Computer Science.,COMPUTER SCIENCE
0516273,05,Riverside,16,College Of Engineering,273,ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140101,"Engineering, General.",ENGINEERING
0516288,05,Riverside,16,College Of Engineering,288,BIOENGINEERING,N,GENERAL CAMPUS,191,240,ENGINEERING,140501,Bioengineering and Biomedical Engineering.,BIOENGINEERING
0516294,05,Riverside,16,College Of Engineering,294,CHEMICAL ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140701,Chemical Engineering.,CHEMICAL ENGINEERING
0516302,05,Riverside,16,College Of Engineering,302,COMPUTER ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140901,"Computer Engineering, General.",COMPUTER ENGINEERING
0516303,05,Riverside,16,College Of Engineering,303,ELECTRICAL ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,141001,Electrical and Electronics Engineering,ELECTRICAL ENGINEERING
0516328,05,Riverside,16,College Of Engineering,328,MAT SCI & ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,141801,Materials Engineering.,MATERIALS SCIENCE & ENGINEERING
0516330,05,Riverside,16,College Of Engineering,330,MECH ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,141901,Mechanical Engineering.,MECHANICAL ENGINEERING
0516384,05,Riverside,16,College Of Engineering,384,ENVIRONMENTAL ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,141401,Environmental/Environmental Health Engineering.,ENVIRONMENTAL ENGINEERING
0516461,05,Riverside,16,College Of Engineering,461,INFORMATION SCI,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110401,Information Science/Studies.,INFORMATION SCIENCES
0516729,05,Riverside,16,College Of Engineering,729,PRE-ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140101,"Engineering, General.",PRE-ENGINEERING
0524000,05,Riverside,24,College Of Humanities & Social Sci,000,UNDECLARED,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",UNDECLARED
0524002,05,Riverside,24,College Of Humanities & Social Sci,002,DOUBLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",DOUBLE MAJOR
0524003,05,Riverside,24,College Of Humanities & Social Sci,003,TRIPLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",TRIPLE MAJOR
0524007,05,Riverside,24,College Of Humanities & Social Sci,007,SPECIAL,N,GENERAL CAMPUS,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",SPECIAL
0524008,05,Riverside,24,College Of Humanities & Social Sci,008,LIMITED,N,GENERAL CAMPUS,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",LIMITED
0524009,05,Riverside,24,College Of Humanities & Social Sci,009,JOINT MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",JOINT MAJOR
0524011,05,Riverside,24,College Of Humanities & Social Sci,011,ADMINISTRATIVE STUD,N,GENERAL CAMPUS,0,610,BUSINESS & MANAGEMENT,520201,"Business Administration and Management, General.",ADMINISTRATIVE STUDIES
0524014,05,Riverside,24,College Of Humanities & Social Sci,014,AFRICAN-AMERICAN STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050201,African-American/Black Studies.,AFRICAN-AMERICAN STUDIES
052402J,05,Riverside,24,College Of Humanities & Social Sci,02J,MEDIA AND CULTURAL STUDIE,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500601,Film/Cinema/Media Studies.,MEDIA AND CULTURAL STUDIES
0524063,05,Riverside,24,College Of Humanities & Social Sci,063,ANTHROPOLOGY,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,450201,"Anthropology, General.",ANTHROPOLOGY
052407K,05,Riverside,24,College Of Humanities & Social Sci,07K,MID EAST AND ISLAMIC STDS,N,GENERAL CAMPUS,180,330,"AREA, ETHN, CULTUR & GENDER STU",050108,Near and Middle Eastern Studies.,MIDDLE EAST AND ISLAMIC STUDIES
